楼盘名称,项目别名,jd,wd
化龙南街47号,化龙南街小区,,
化龙南街69号,化龙南街小区,,
化龙中街116号,,,
化龙中街120号,,,
化龙中街56号,,,
化龙中街58号,,,
化龙中街60号,,,
化龙中街62号,,,
化龙中街64号,,,
化龙中街66号,,,
化龙中街68号,,,
化龙中街70号,,,
化龙中街72号,,,
化龙中街74号,,,
化龙中街76号,,,
化龙中街78号,,,
化龙中街80号,,,
化龙中街82号,,,
化龙中街84号,,,
淮远丽景,,,
环保局集资房,,,
环湖路18号,海峡左岸,,
环球广场,,,
环卫大楼,环卫大楼,,
环宇·幸福园,幸福园,,
桓大金和茗居,,,
桓大郦晶城,桓大郦晶城,,
寰泰世纪新城,世纪新城,,
皇冠国际,,,
黄葛新村15号,黄葛新村,,
黄葛新村18号,黄葛新村,,
黄葛新村19号,黄葛新村,,
黄葛新村20号,福源雅居,,
黄葛新村26号,黄葛新村,,
黄葛新村30号,黄葛新村30号,,
黄葛新村31号,黄葛新村31号,,
黄葛新村33号,黄葛新村33号,,
黄金涪畔,,,
黄金湖畔,,,
黄荆街小区,,,
黄桷堡二巷3号,黄桷堡蓝天锦园,,
黄桷渡小区,,,
黄桷花园,黄桷花园,,
黄桷坪正街3号,黄桷坪正街3号,,
黄桷坪正街8号,黄桷坪正街8号,,
黄桷坪正街9号,黄桷坪正街9号,,
黄桷坪正街小区,,,
黄桷枰正街232号,黄桷印象,,
黄桷树81号,黄桷树81号,,
黄桷树82号,黄桷树82号,,
黄桷塆社区,黄桷塆社区,,
黄桷湾6号,黄桷湾6号,,
黄桷湾社区,,,
黄桷雅居,,,
黄桷垭小区,黄桷垭,,
黄龙路10号,中瑞方园天人居;中瑞方园天龙居;中瑞方圆;天人居,,
黄龙路110号,黄金堡宫,,
黄龙路155号,金玉满堂城市花园；城市花园；金玉满堂,,
黄龙路208号,新城阳光,,
黄龙路28号,朗俊中心,,
黄龙路33号,紫金苑,,
黄龙路44号,松龙景苑,,
黄龙路50号,长安皇都,,
黄龙路588号,黄金堡生活家;生活家,,
黄龙路89号,黄龙花园,,
黄龙路99号,荣锦华庭,,
黄泥磅派出所集资房,,,
黄山大道小区,,,
黄山大道中段1号,金科中华坊别墅,,
黄树村81号,黄树村81号,,
黄树村82号,黄树村82号,,
黄溪街102号,大江四组团,,
黄溪街107号,锦上花;锦上花格外,,
黄溪街63号,黄溪街63号,,
黄溪街64号,黄溪街64号,,
黄溪街65号,黄溪街65号,,
黄溪街66号,黄溪街66号,,
黄溪街67号,黄溪街67号,,
黄溪街68号,黄溪街68号,,
黄溪口114号,黄溪口,,
黄溪口116号,黄溪口,,
黄溪口118号,黄溪口,,
黄溪口119号,黄溪口,,
黄溪口120号,黄溪口,,
黄溪口133号,水气公司小区;水气公司,,
黄溪口134号,黄溪口,,
黄溪口135号,黄溪口,,
黄溪口136号,黄溪口,,
黄溪口141号,黄溪口,,
黄溪口142号,黄溪口,,
黄溪口143号,黄溪口,,
黄溪口144号,黄溪口,,
黄溪口145号,黄溪口,,
黄溪口44号,黄溪口,,
黄溪口46号,黄溪口,,
黄溪口47号,黄溪口,,
黄溪口48号,黄溪口,,
黄溪口49号,黄溪口,,
黄溪口50号,黄溪口,,
黄溪口55号,黄溪口,,
黄溪口56号,黄溪口,,
黄溪口57号,黄溪口,,
黄溪口58号,黄溪口,,
黄溪口59号,黄溪口,,
黄溪口60号,黄溪口,,
黄溪口61号,黄溪口,,
黄溪口62号,黄溪口,,
黄溪口66号,黄溪口,,
黄溪口67号,黄溪口,,
黄溪口68号,黄溪口,,
黄溪口70号,黄溪口,,
黄溪口71号,黄溪口,,
黄杨路100号,创泰安居大厦；创泰大厦,,
黄杨路102号,盛美居;盛美居一期,,
黄杨路14号,和园小区,,
黄杨路1号,金科visar国际;金科皇家码头,,
黄杨路20号,华宇春江花月,,
黄杨路24号,大鼎世纪滨江;大鼎·世纪滨江,,
黄杨路83号,保利港湾国际,,
黄杨路98号,清水源;蟠龙·清水源,,
回龙花园,回龙花园,,
回龙路66号,回龙湾小区；回龙湾,,
回龙路68号,回龙兰湖天；兰湖天,,
回龙路69号,E时代；鑫茂源E时代,,
回龙路71号,回龙湾新民苑,,
回龙路75号,雅美苑,,
回龙路83号,山水长天,,
回龙路86号,万友七季城;万友七季城B区,,
回龙路88号,万友七季城;七季向上;万友七季城A区,,
回龙路90号,万友七季城;万友七季城C区,,
回龙路93号,万友康苑,,
回兴街道集资楼,回兴街道集资楼,,
汇宾一路239号,融汇半岛十四期;融汇半岛江上公馆,,
汇豪世纪,,,
汇景铂庭,,,
汇景阁,,,
汇景台,汇景台,,
汇龙大道333号,馨城国际,,
汇龙大道532号,奥韵天居；天居8号；奥韵天居八号,,
汇龙路55号,雅居乐国际花园;雅居乐国际花园雅郡,,
汇龙路68号,美堤雅城二期;美堤雅城;美堤雅城三期琴湾;美堤雅城一期,,
汇山景园,汇山景园,,
汇厦馨庭花园,,,
汇星大厦,汇星大厦,,
会龙别院,,,
会山康城小区,会山康城小区;会山康城,,
惠工路15号,贝迪新城;贝迪新城一期,,
惠工路196号,贝迪新城二期,,
惠来大厦,惠来大厦,,
惠民苑,惠民苑,,
惠友楼,,,
慧工路5号,慧工大厦;惠工大厦,,
慧能美湖雅筑,,,
火车北站东路180号,怡馨大厦,,
火炬大道13号,金科绿韵康城;绿韵康城,,
火炬大道21号,西城锦秀;西城景秀,,
火炬大道23号,奥园盘龙壹号;奥园盘龙壹号A区,,
火炬大道2号,九龙星光,,
火炬大道98号,朵力尚美国际,,
火炬大道99号,千叶中央街区,,
火药局街小区,火药局街小区,,
机电大厦,机电大厦,,
鸡冠石正街148号,和平小区,,
激光家属区,,,
吉安园(大坪）,吉安园(大坪）,,
吉安园（渝北）,,,
吉宏花园,,,
吉乐大道48号,鼎科阿布阿布;阿布小区,,
吉乐大道50号,金源利爱家苑;爱家苑;爱家园,,
吉泰花园,吉泰花园,,
吉旺东福宏洲,,,
吉祥苑,吉祥苑,,
吉兴路9号,协信春山台,,
技光村,技光村,,
加来金壹号,,,
加新大厦,,,
加新花园,加新花园二期;加新花园一期;加新花园二区;加新花园一区,,
加新路1号,加新时代印象,,
加州百花园,加州百花园,,
加州花园,加州花园,,
加州时光,加州时光,,
加州新世纪,,,
加州阳光,,,
加洲国际,加洲国际,,
加洲花园,,,
佳宝苑,,,
佳禾钰茂河畔名居,佳禾·钰茂河畔名居;河畔名居A区,,
佳合苑,,,
佳和丽苑,,,
佳华森林驿站,,,
佳华中央香寓,佳华中央香寓;中央香寓,,
佳居花园B区,佳居花园B区,,
佳庆园,直港大道佳庆园,,
佳鑫花园,佳鑫花园,,
佳信南山玉林,,,
佳宇大厦,佳宇大厦,,
佳园路53号,北城阳光今典,,
佳园路66号,银海北极星,,
佳兆业滨江新城,佳兆业·滨江新城;佳兆业·滨江新城一期,,
佳兆业广场,佳兆业广场一期;佳兆业广场二期,,
家益佳和园,,,
嘉本花园,嘉本花园,,
嘉滨路118号,嘉华大厦,,
嘉滨路16号,江景苑,,
嘉滨路1号,滨江大厦(合川),,
嘉滨路524号,东海滨江城翠庭；东海滨江城观天下；东海滨江城,,
嘉滨路666号,江润地中海岸,,
嘉多利商住楼,嘉多利商住楼,,
嘉福苑,家福苑;中天嘉福苑;嘉福苑二期,,
嘉和苑,嘉和苑（渝中）;嘉和苑;嘉禾苑,,
嘉宏花园,,,
嘉华村,,,
嘉汇苑,,,
嘉凯城北麓官邸,嘉凯城北麓官邸,,
嘉丽莱大厦,嘉丽莱大厦,,
嘉利来大厦,嘉利来大厦,,
嘉陵村,嘉陵村（北碚区）,,
嘉陵村116号,畔江苑；新洲畔江苑,,
嘉陵村129号,金马世纪港湾;金马港湾;金马港湾二期,,
嘉陵村130号,嘉陵锦苑,,
嘉陵东西村,,,
嘉陵二村6号,金岗大厦,,
嘉陵江滨江路213号,龙家秀色,,
嘉陵六村15号,聚金花园,,
嘉陵六村9号,港航花园B区;港航家园B区,,
嘉陵桥东村43号,嘉陵桥东村,,
嘉陵桥东村45号,嘉陵桥东村,,
嘉陵桥东村46号,嘉陵桥东村,,
嘉陵桥东村49号,嘉陵桥东村,,
嘉陵桥东村50号,嘉陵桥东村,,
嘉陵桥东村51号,嘉陵桥东村,,
嘉陵桥东村57号,嘉陵桥东村,,
嘉陵桥西村10号,嘉陵桥西村,,
嘉陵桥西村11号,嘉陵桥西村,,
嘉陵桥西村12号,嘉陵桥西村,,
嘉陵桥西村13号,嘉陵桥西村,,
嘉陵桥西村14号,嘉陵桥西村,,
嘉陵桥西村31号,嘉陵桥西村,,
嘉陵桥西村32号,嘉陵桥西村,,
嘉陵桥西村33号,嘉陵桥西村,,
嘉陵桥西村36号,嘉陵桥西村,,
嘉陵桥西村37号,嘉陵桥西村,,
嘉陵桥西村38号,嘉陵桥西村,,
嘉陵桥西村39号,嘉陵桥西村,,
嘉陵桥西村6号,嘉陵桥西村,,
嘉陵桥西村74号,嘉陵桥西村,,
嘉陵桥西村76号,嘉陵桥西村,,
嘉陵桥西村77号,嘉陵桥西村,,
嘉陵桥西村78号,嘉陵桥西村,,
嘉陵桥西村79号,嘉陵桥西村,,
嘉陵桥西村7号,嘉陵桥西村,,
嘉陵桥西村85号,嘉陵桥西村,,
嘉陵桥西村86号,嘉陵桥西村,,
嘉陵桥西村87号,嘉陵桥西村,,
嘉陵桥西村88号,嘉陵桥西村,,
嘉陵桥西村8号,嘉陵桥西村,,
嘉陵桥西村9号,嘉陵桥西村,,
嘉陵三村10号,嘉陵三村,,
嘉陵三村11号,嘉陵三村,,
嘉陵三村12号,嘉陵三村,,
嘉陵三村13号,嘉陵三村,,
嘉陵三村14号,嘉陵三村,,
嘉陵三村15号,嘉陵三村,,
嘉陵三村16号,嘉陵三村,,
嘉陵三村17号,嘉陵三村,,
嘉陵三村18号,嘉陵三村,,
嘉陵三村19号,嘉陵三村,,
嘉陵三村20号,嘉陵三村,,
嘉陵三村21号,嘉陵三村,,
嘉陵三村22号,嘉陵三村,,
嘉陵三村23号,嘉陵三村,,
嘉陵三村24号,嘉陵三村,,
嘉陵三村25号,嘉陵三村,,
嘉陵三村26号,嘉陵三村,,
嘉陵三村27号,嘉陵三村,,
嘉陵三村29号,嘉陵三村,,
嘉陵三村30号,嘉陵三村,,
嘉陵三村31号,嘉陵三村,,
嘉陵三村32号,嘉陵三村,,
嘉陵三村4号,嘉陵三村,,
嘉陵三村5号,嘉陵三村,,
嘉陵三村9号,嘉陵三村,,
嘉陵四村15号,嘉陵四村,,
嘉陵四村16号,嘉陵四村,,
嘉陵四村170号,鑫耀苑,,
嘉陵四村17号,嘉陵四村,,
嘉陵四村27号,建工北城乐章,,
嘉陵四村48号,嘉陵四村,,
嘉陵四村49号,嘉陵四村,,
嘉陵四村50号,嘉陵四村,,
嘉陵四村51号,嘉陵四村,,
嘉陵四村52号,嘉陵四村,,
嘉陵四村53号,嘉陵四村,,
嘉陵五村,,,
嘉陵小区（渝中）,嘉陵小区,,
嘉陵新村177号,嘉陵新村,,
嘉陵新村178号,嘉陵新村,,
嘉陵新村185号,嘉陵新村,,
嘉陵新村197号,嘉陵新村,,
嘉陵新村198号,嘉陵新村,,
嘉陵新村199号,嘉陵新村,,
嘉陵新村200号,嘉陵新村,,
嘉陵新村201号,嘉陵新村,,
嘉陵新村218号,嘉陵新村,,
嘉陵新村219号,嘉陵新村,,
嘉陵新村220号,嘉陵新村,,
嘉陵新村221号,嘉陵新村,,
嘉陵新路小区,,,
嘉陵一村151号,嘉陵一村,,
嘉陵一村152号,嘉陵一村,,
嘉陵一村38号,嘉陵一村,,
嘉陵一村41号,cosmo；观音桥COSMO,,
嘉陵一村91号,嘉陵一村,,
嘉陵一村99号,嘉陵一村,,
嘉瑞大道22号,旭辉朗悦郡,,
嘉新大厦,嘉新大厦,,
嘉新花园,嘉新花园;嘉新小区,,
嘉新桃花里,嘉新桃花里;桃花里,,
嘉鑫花园,,,
嘉兴苑,嘉兴苑,,
嘉瀛尚河,,,
嘉运大道1号,美利溪镇;美利溪镇别墅,,
嘉运大道2号,首钢美利花都;美利花都,,
嘉运大道97号,保亿丽景紫园,,
假日雅苑,,,
检查院家属院,,,
建北三村18号,建北三村;观音桥建北三村,,
建北三村19号,建北三村;观音桥建北三村,,
建北三村20号,建北三村;观音桥建北三村,,
建北三村21号,建北三村;观音桥建北三村,,
建北三村22号,建北三村;观音桥建北三村,,
建北三村23号,建北三村;观音桥建北三村,,
建北三村25号,建北三村;观音桥建北三村,,
建北三村26号,建北三村;观音桥建北三村,,
建北三村27号,建北三村;观音桥建北三村,,
建北三村29号,建北三村;观音桥建北三村,,
建北三村30号,建北三村;观音桥建北三村,,
建北三村31号,建北三村;观音桥建北三村,,
建北三村32号,建北三村;观音桥建北三村,,
建北三村33号,建北三村;观音桥建北三村,,
建北三村34号,建北三村;观音桥建北三村,,
建北三村35号,建北三村;观音桥建北三村,,
建北三村36号,建北三村;观音桥建北三村,,
建北三支路19号,建北三支路19号,,
建北三支路61号,建北三支路61号,,
建北三支路67号,海景苑;海景园,,
建北三支路8号,港华综合楼,,
建北四支路6号,信一金典,,
建北一村119号,建北一村住宅区,,
建北一村120号,建北一村住宅区,,
建北一村123号,建北一村住宅区,,
建北一村124号,建北一村住宅区,,
建北一村125号,建北一村住宅区,,
建北一村126号,建北一村住宅区,,
建北一村12号,建北一村住宅区,,
建北一村13号,建北一村住宅区,,
建北一村14号,建北一村住宅区,,
建北一村15号,建北一村住宅区,,
建北一村1号,建北一村住宅区,,
建北一村2号,建北一村住宅区,,
建北一村59号,建北一村住宅区,,
建北一村5号,建北一村住宅区,,
建北一村60号,建北一村住宅区,,
建北一村61号,建北一村住宅区,,
建北一村62号,建北一村住宅区,,
建北一村63号,建北一村住宅区,,
建北一村64号,建北一村住宅区,,
建北一村65号,建北一村住宅区,,
建北一村66号,建北一村住宅区,,
建北一村6号,建北一村住宅区,,
建北一村76号,建北一村住宅区,,
建北一村77号,建北一村住宅区,,
建北一村78号,建北一村住宅区,,
建北一村79号,建北一村住宅区,,
建北一村7号,建北一村住宅区,,
建北一村80号,建北一村住宅区,,
建北一村81号,建北一村住宅区,,
建北一村82号,建北一村住宅区,,
建北一村85号,建北一村住宅区,,
建北一村86号,建北一村住宅区,,
建北一村87号,建北一村住宅区,,
建北一村88号,建北一村住宅区,,
建北一村89号,建北一村住宅区,,
建北一村8号,建北一村住宅区,,
建北一村90号,建北一村住宅区,,
建北一村91号,建北一村住宅区,,
建北一村92号,建北一村住宅区,,
建北一村93号,建北一村住宅区,,
建北一村94号,建北一村住宅区,,
建北一村95号,建北一村住宅区,,
建北一村96号,建北一村住宅区,,
建北一村9号,建北一村住宅区,,
建北一支路8号,新上海大厦；新上海大厦A栋,,
建北一至三村,,,
建博路8号,国盛龙腾丰文B区,,
建博路9号,国盛龙腾丰文A区,,
建东二村45号,建东二村,,
建东一村27号,敬业大厦,,
建东一村61号,梦幻21公寓;梦幻21;梦幻21世纪公寓,,
建峰小区,建峰小区；建峰花园,,
建涪路小区,,,
建工二村49幢,建工二村49幢,,
建工二至三村,,,
建工三村,,,
建工新村1号,,,
建工新村2号,,,
建工新村3号,,,
建工新村4号,,,
建工新村57号,,,
建工新村5号,,,
建工新村6号,,,
建国村15号,梅苑,,
建国村45号,建国村,,
建国村46号,建国村,,
建国村47号,建国村,,
建国村9号,东海福苑,,
建设村23号,百禾星宿,,
建设村二期,建设村二期,,
建设村一期,建设村一期,,
建设路31号,建设路小区,,
建设路33号,建设路小区,,
建设路37号,建设路小区,,
建设路38号,建设路小区,,
建设路39号,建设路小区,,
建设路40号,建设路小区,,
建设路41号,建设路小区,,
建设路42号,建设路小区,,
建设路43号,建设路小区,,
建设路44号,建设路小区,,
建设路45号,建设路小区,,
建设路46号,建设路小区,,
建设路47号,建设路小区,,
建设路48号,建设路小区,,
建设路49号,建设路小区,,
建设路50号,建设路小区,,
建设路51号,建设路小区,,
建设路52号,建设路小区,,
建设路53号,建设路小区,,
建设路54号,建设路小区,,
建设路55号,建设路小区,,
建设路56号,建设路小区,,
建设路57号,建设路小区,,
建设路58号,建设路小区,,
建设新村103号,,,
建设新村104号,建设新村,,
建设新村19号,,,
建设新村1号,,,
建设新村59号,,,
建设新村60号,,,
建设新村64号,,,
建设新村70号,,,
建设新村73号,,,
建设新村74号,,,
建设新村75号,,,
建设新村76号,,,
建设新村77号,,,
建设新村89号,,,
建设新村92号,,,
建设新村94号,,,
建新北路16号,茂业百货；茂业东方时代,,
建新北路26号,光宇大厦,,
建新北路38号,世纪英皇,,
建新北路60号,龙湖枫香庭;枫香庭,,
建新北路66号,建新北路,,
建新北路9号,同聚远景,,
建新北路二支路19号,飞扬世纪,,
建新北路二支路7号,金鹏领袖公馆,,
建新北路二支路8号,俊豪名居,,
建新北路三支路25号,阳光苑；阳光苑（江北）,,
建新北路三支路65号,海景苑;海景园,,
建新北路三支路73号,耐得佳苑,,
建新北路一支路6号,未来国际,,
建新东路,,,
建新东路107号,梅园大厦,,
建新东路10号,天宇银座；天宇大厦,,
建新东路125号,鸿程大厦,,
建新东路13号,光宇锦鑫大厦,,
建新东路157号,雨花村157号,,
建新东路19号,船舶鸿瑞新景；船舶大厦,,
